movie_id,num_trials,num_events
2108,2,0
2109,2,2
2110,20,4
2111,2,1
2112,81,11
2113,335,194
2114,2,0
2115,9,9
2116,754,296
2117,10,1
2118,11,2
2119,8994,7196
2120,1,1
2121,4,3
2122,1,0
2123,55,20
2124,15,2
2125,424,347
2126,4,1
2127,169,102
2128,1,0
2129,1,1
2130,1,0
2131,2,2
2132,44,23
2133,4,2
2134,22,16
2135,7,5
2136,2004,1034
2137,434,287
2138,4,0
2139,10852,5527
2140,20,9
2141,3,0
2142,1,1
2143,2,1
2144,19,6
2145,1,0
2146,2,0
2147,3,0
2148,13,4
2149,1,1
2150,5,3
2151,2,0
2152,1,0
2153,6,1
2154,1,1
2155,4,1
2156,3,0
2157,2,1
2158,22,12
2159,39,29
2160,3,1
2161,8,4
2162,573,146
2163,1226,570
2164,31,23
2165,4,0
2166,41,14
2167,123,86
2168,471,284
2169,132,11
2170,547,205
2171,8851,4516
2172,2,1
2173,2,1
2174,529,183
2175,1,1
2176,1,0
2177,1,1
2178,107,70
2179,3,2
2180,1,0
2181,1971,1040
2182,2186,1028
2183,7,3
2184,2,1
2185,1,1
2186,1,1
2187,411,110
2188,2,0
2189,2,2
2190,919,247
2191,65,46
2192,131,87
2193,41302,23427
2194,1,0
2195,6,3
2196,3,0
2197,1,1
2198,7,4
2199,7,4
2200,37,26
2201,2,0
2202,18,5
2203,1,1
2204,2,1
2205,1,0
2206,633,30
2207,37,13
2208,1,1
2209,9,5
2210,5,1
2211,8,0
2212,1,0
2213,4,3
2214,5404,4798
2215,235,95
2216,13,12
2217,2,0
2218,2,1
2219,2,1
2220,1,0
2221,84,30
2222,438,75
2223,4895,2963
2224,3,2
2225,18,8
2226,11,9
2227,77,40
2228,1,0
2229,1,1
2230,2,2
2231,21,6
2232,284,168
2233,1,1
2234,5,2
2235,2,2
2236,12,2
2237,51,17
2238,5,3
2239,9,6
2240,20,18
2241,7,0
2242,8,1
2243,20,16
2244,1,1
2245,1,0
2246,139,67
2247,4,3
2248,72,19
2249,215,163
2250,2,1
2251,4,4
2252,2,0
2253,3,1
2254,2,0
2255,2,0
2256,8,2
2257,5,4
2258,2,1
2259,131,32
2260,2,2
2261,2,0
2262,42,11
2263,4,1
2264,3,2
2265,1143,764
2266,156,77
2267,143,113
2268,11,6
2269,1,1
2270,26,4
2271,6850,5214
2272,45,31
2273,77,37
2274,15,2
2275,1,1
2276,768,195
2277,515,201
2278,150,61
2279,10,3
2280,1,0
2281,7,4
2282,159,109
2283,1,1
2284,3,0
2285,124,32
2286,3,1
2287,1,1
2288,2,0
2289,238,106
2290,5,3
2291,6,2
2292,1,0
2293,236,170
2294,130,39
2295,1,1
2296,46,12
2297,4,2
2298,104,69
2299,71,32
2300,29,25
2301,3,2
2302,2,1
2303,649,432
2304,21,16
2305,1,1
2306,2,2
2307,3,0
2308,1,0
2309,5784,1320
2310,2,0
2311,2,2
2312,2786,2482
2313,7,5
2314,5,0
2315,6055,4544
2316,19,7
2317,46,19
2318,1,1
2319,1,1
2320,1436,534
2321,7,5
2322,7896,5566
2323,7,4
2324,226,173
2325,5,1
2326,2,2
2327,8,7
2328,71,60
2329,1,1
2330,401,247
2331,10,6
2332,37,30
2333,6,1
2334,31,20
2335,28,12
2336,16,14
2337,136,39
2338,8015,2362
2339,7,1
2340,1,0
2341,5,1
2342,1,0
2343,1825,417
2344,15594,12328
2345,3,2
2346,3,2
2347,1,0
2348,1,0
2349,8,0
2350,4,2
2351,1,0
2352,9,6
2353,4,2
2354,2,1
2355,5,2
2356,1,0
2357,10,5
2358,34,16
2359,6,4
2360,47,34
2361,25,11
2362,347,220
2363,67,33
2364,27,4
2365,1,0
2366,2,1
2367,2,0
2368,3,2
2369,54,37
2370,11666,4169
2371,2,1
2372,1,0
2373,5,1
2374,428,207
2375,8,3
2376,2,1
2377,1,0
2378,3919,1209
2379,2,1
2380,881,557
2381,3,1
2382,11,6
2383,51,33
2384,3,1
2385,39,25
2386,2441,1631
2387,4,3
2388,9,8
2389,1,0
2390,4,3
2391,5012,3944
2392,3,0
2393,28,20
2394,35,18
2395,2,1
2396,67,19
2397,1,0
2398,7,2
2399,539,203
2400,19,9
2401,29,5
2402,200,150
2403,3032,2002
2404,1,0
2405,2133,968
2406,2,0
2407,6021,3322
2408,1,0
2409,6,5
2410,8,7
2411,532,213
2412,2,1
2413,327,180
2414,11,8
2415,6,2
2416,5,4
2417,2,1
2418,3,3
2419,172,54
2420,1,1
2421,367,119
2422,6,2
2423,32,21
2424,1,0
2425,30,14
2426,5,2
2427,3,3
2428,587,462
2429,1,1
2430,644,211
2431,2,2
2432,1,0
2433,1,0
2434,1,1
2435,13,3
2436,9,0
2437,6,1
2438,2,1
2439,7,4
2440,3,3
2441,2,0
2442,176,127
2443,26,2
2444,2,1
2445,1,0
2446,9,3
2447,1,0
2448,34,15
2449,253,182
2450,389,317
2451,37,23
2452,29,6
2453,1375,998
2454,4,2
2455,3170,2687
2456,3,2
2457,1,0
2458,2,2
2459,2,2
2460,4,1
2461,12,4
2462,1704,537
2463,15,9
2464,1,0
2465,283,209
2466,2,1
2467,2,0
2468,1,0
2469,2,0
2470,8042,5975
2471,5,2
2472,673,263
2473,7,3
2474,5,0
2475,7,3
2476,4,3
2477,1,0
2478,2,1
2479,10,2
2480,2,0
2481,14,9
2482,1,0
2483,1508,896
2484,3,0
2485,50,36
2486,5126,1783
2487,2,0
2488,1,1
2489,32,17
2490,6,4
2491,1,0
2492,7,4
2493,2,2
2494,8,6
2495,3,3
2496,13,3
2497,212,68
2498,7,3
2499,41,18
2500,2,0
2501,5,3
2502,53,18
2503,2,1
2504,2,0
2505,3688,2639
2506,1,0
2507,3,2
2508,2,0
2509,26,18
2510,405,265
2511,2,0
2512,2,0
2513,20,13
2514,4,1
2515,4,1
2516,1,0
2517,11352,8625
2518,21,16
2519,501,231
2520,14,1
2521,2,1
2522,1,0
2523,7,1
2524,1,0
2525,9,4
2526,1,0
2527,1,0
2528,1238,880
2529,1,0
2530,1,0
2531,5,2
2532,38,8
2533,9,5
2534,17,8
2535,118,36
2536,333,200
2537,16,6
2538,116,63
2539,5,1
2540,1,1
2541,4,2
2542,3,1
2543,10,8
2544,3,0
2545,4,1
2546,10,4
2547,27,20
2548,1,0
2549,10,3
2550,9,6
2551,3,2
2552,8,5
2553,2,1
2554,35,28
2555,80,52
2556,2,2
2557,2,2
2558,3,3
2559,5,4
2560,1410,498
2561,5,1
2562,3,2
2563,1,1
2564,13,3
2565,10,4
2566,4295,3112
2567,9,4
2568,8,6
2569,12,5
2570,4,1
2571,1,0
2572,1,1
2573,1,0
2574,3,1
2575,320,244
2576,1,0
2577,5,2
2578,3,3
2579,2,0
2580,273,191
2581,7,2
2582,3,1
2583,5,5
2584,45,19
2585,33,10
2586,1,0
2587,5,2
2588,1,0
2589,380,255
2590,1540,478
2591,12,5
2592,13,7
2593,4,1
2594,3,0
2595,14,1
2596,5,2
2597,10,3
2598,5,0
2599,2098,1694
2600,1,1
2601,2,0
2602,11,10
2603,4,2
2604,6,3
2605,5371,623
2606,781,539
2607,8,3
2608,2,1
2609,311,228
2610,796,324
2611,1,1
2612,1,1
2613,986,777
2614,24,13
2615,1,0
2616,31,25
2617,1,1
2618,1,0
2619,5,0
2620,17,12
2621,12,2
2622,3,2
2623,6,1
2624,4,3
2625,8,4
2626,2,2
2627,311,129
2628,14,9
2629,5,2
2630,1,0
2631,3,0
2632,17,12
2633,95,21
2634,29,4
2635,11,7
2636,1,0
2637,6,4
2638,10,2
2639,3,2
2640,10,5
2641,4,3
2642,2,0
2643,132,102
2644,40,19
2645,2,2
2646,4,2
2647,3,0
2648,2,0
2649,95,58
2650,6,3
2651,1,0
2652,2,1
2653,2,0
2654,4,1
2655,4,2
2656,463,145
2657,2,0
2658,4,2
2659,583,350
2660,14746,7999
2661,5,2
2662,388,138
2663,448,181
2664,9,2
2665,18,13
2666,433,283
2667,2398,1780
2668,4,2
2669,2,0
2670,2,1
2671,2,1
2672,266,159
2673,1,1
2674,2,1
2675,92,26
2676,8,6
2677,8,4
2678,1,1
2679,1,0
2680,3,0
2681,2,1
2682,2,1
2683,791,521
2684,6,4
2685,9,6
2686,14,9
2687,500,125
2688,15,5
2689,6,2
2690,62,12
2691,3,2
2692,221,121
2693,2,0
2694,4,2
2695,12,11
2696,29,7
2697,2289,1205
2698,1,0
2699,2,1
2700,369,171
2701,23,12
2702,19,9
2703,15,9
2704,6,3
2705,2,1
2706,1,0
2707,2,1
2708,11,5
2709,6,4
2710,46,33
2711,4,4
2712,1,0
2713,4,2
2714,1,1
2715,1,1
2716,28,18
2717,1561,828
2718,52,43
2719,10,6
2720,5,2
2721,3,2
2722,1116,633
2723,31,20
2724,85,59
2725,390,280
2726,4,1
2727,13,7
2728,3,2
2729,11,1
2730,633,523
2731,7,6
2732,8,0
2733,1,1
2734,2,1
2735,12,5
2736,5,3
2737,2,2
2738,6,6
2739,62,15
2740,7,5
2741,3,2
2742,433,256
2743,25,11
2744,23,2
2745,33,10
2746,3,1
2747,15,7
2748,18,11
2749,5,2
2750,2,1
2751,330,234
2752,6691,2210
2753,6,2
2754,110,13
2755,1,0
2756,4,1
2757,89,74
2758,99,15
2759,35,21
2760,1,0
2761,2,1
2762,2,1
2763,1,1
2764,1696,1121
2765,1,1
2766,263,91
2767,15,4
2768,6,4
2769,291,126
2770,21,7
2771,256,46
2772,1,1
2773,3,1
2774,24,17
2775,1,0
2776,1,1
2777,1,0
2778,16,11
2779,43,3
2780,24,6
2781,193,85
2782,3,2
2783,2,2
2784,3,2
2785,51,21
2786,3,1
2787,1,1
2788,8,5
2789,8,4
2790,375,247
2791,43,10
2792,3,3
2793,77,53
2794,5,3
2795,27,6
2796,2114,516
2797,28,14
2798,90,61
2799,185,109
2800,81,56
2801,6,3
2802,211,65
2803,20,9
2804,779,177
2805,16,9
2806,188,103
2807,5,1
2808,3,3
2809,31,6
2810,6,3
2811,4933,2436
2812,6,3
2813,9,5
2814,1,0
2815,2,2
2816,3,1
2817,7,1
2818,4,1
2819,37,23
2820,3,0
2821,1,1
2822,1,1
2823,2,0
2824,1,0
2825,1,0
2826,120,93
2827,1,1
2828,534,281
2829,391,139
2830,8245,5660
2831,329,187
2832,3576,3037
2833,9,3
2834,1,1
2835,2,1
2836,1324,837
2837,10,2
2838,1,0
2839,6,1
2840,11,8
2841,1,0
2842,2,1
2843,2,1
2844,1,0
2845,6,4
2846,1,0
2847,1,0
2848,6,2
2849,1,0
2850,11,5
2851,458,47
2852,1,1
2853,1339,958
2854,3,0
2855,3,1
2856,2,1
2857,4,3
2858,1,0
2859,646,121
2860,79,42
2861,16,11
2862,4,4
2863,1,1
2864,1,1
2865,2,0
2866,31,17
2867,2,0
2868,4,2
2869,11,5
2870,252,134
2871,14,5
2872,48,32
2873,4,2
2874,46,35
2875,1,0
2876,1,0
2877,11,10
2878,36,18
2879,8,4
2880,1,1
2881,5,4
2882,31,11
2883,100,64
2884,3,1
2885,1,0
2886,6,1
2887,2,1
2888,4,3
2889,2,1
2890,41,32
2891,2,2
2892,12328,5802
2893,4,3
2894,22,16
2895,421,338
2896,2300,750
2897,998,186
2898,35,26
2899,28,16
2900,1,1
2901,2227,1314
2902,6,4
2903,19,12
2904,11,9
2905,1,0
2906,133,96
2907,2,0
2908,3,1
2909,1,0
2910,734,73
2911,1,0
2912,646,232
2913,129,65
2914,11,7
2915,66,27
2916,2,1
2917,8,2
2918,605,488
2919,11,6
2920,13,5
2921,3,1
2922,5,1
2923,9,4
2924,12,6
2925,6,2
2926,1,1
2927,29,6
2928,1,0
2929,2,0
2930,503,337
2931,3,1
2932,40,5
2933,1,1
2934,1305,572
2935,1,1
2936,2000,1638
2937,7,5
2938,17,9
2939,1,0
2940,3,2
2941,3,3
2942,11,7
2943,1747,1636
2944,1,1
2945,988,570
2946,2,0
2947,5,1
2948,4,3
2949,4,1
2950,3,1
2951,33,18
2952,3,1
2953,4435,2969
2954,19558,15844
2955,10,2
2956,10,6
2957,2277,1603
2958,32,13
2959,543,53
2960,29,27
2961,253,130
2962,78,45
2963,3,1
2964,1,1
2965,7,5
2966,2,0
2967,2,0
2968,23,6
2969,9,3
2970,2,0
2971,102,22
2972,3,1
2973,12,5
2974,6,4
2975,5,1
2976,2,2
2977,8,6
2978,4,2
2979,5,0
2980,2,2
2981,1,1
2982,10,6
2983,13,5
2984,2,2
2985,2,2
2986,1,0
2987,3,1
2988,3,1
2989,1301,698
2990,11,5
2991,131,38
2992,394,246
2993,1,0
2994,2,1
2995,1462,729
2996,13,9
2997,3,1
2998,95,17
2999,1,0
3000,4,3
3001,10,7
3002,5,1
3003,1169,740
3004,1,1
3005,2,1
3006,8,4
3007,88,67
3008,420,189
3009,2,2
3010,5,4
3011,2,0
3012,16,11
3013,1,1
3014,8,2
3015,2314,1876
3016,4,1
3017,714,580
3018,2,0
3019,8,0
3020,6,2
3021,38,21
3022,45,33
3023,1628,1242
3024,58,21
3025,9,7
3026,510,358
3027,10,6
3028,1,0
3029,2,0
3030,9,3
3031,272,19
3032,11,5
3033,37,21
3034,18,15
3035,226,178
3036,3,0
3037,35,21
3038,4,2
3039,2,1
3040,8,3
3041,11,4
3042,8,0
3043,1,0
3044,24,19
3045,9,1
3046,6,3
3047,4,1
3048,8,1
3049,1,1
3050,1,1
3051,154,40
3052,20,7
3053,1,0
3054,5,1
3055,31,16
3056,8688,6972
3057,9,5
3058,586,159
3059,25,5
3060,1441,564
3061,318,73
3062,7,5
3063,2,2
3064,2,1
3065,1,1
3066,2,1
3067,1,1
3068,1,1
3069,6,4
3070,16,1
3071,2460,624
3072,14,1
3073,5,3
3074,3,1
3075,2,1
3076,34,17
3077,3,1
3078,1901,487
3079,200,37
3080,1,0
3081,39,24
3082,1,0
3083,127,101
3084,11,5
3085,4,0
3086,2,2
3087,4,3
3088,4,4
3089,1,0
3090,3,1
3091,4,1
3092,3,2
3093,19,11
3094,2,0
3095,56,41
3096,96,52
3097,1,1
3098,2,0
3099,1,0
3100,21,11
3101,6031,4794
3102,3,1
3103,165,130
3104,16,10
3105,3,3
3106,1,0
3107,32,23
3108,1,1
3109,3,1
3110,42,21
3111,15,8
3112,7,7
3113,24,17
3114,3,2
3115,1,0
3116,2,0
3117,1,1
3118,1137,675
3119,3,2
3120,33,16
3121,3,1
3122,1,1
3123,2,0
3124,1,1
3125,1213,492
3126,73,38
3127,5,2
3128,2676,1662
3129,58,36
3130,5,2
3131,1,0
3132,6,4
3133,39,15
3134,28,16
3135,52,17
3136,3737,1658
3137,3,0
3138,2,1
3139,1,0
3140,80,18
3141,688,463
3142,914,670
3143,2,0
3144,1,1
3145,292,72
3146,13,11
3147,1,0
3148,8,4
3149,46,34
3150,14,8
3151,399,337
3152,3,3
3153,4,1
3154,11,8
3155,28,18
3156,42,26
3157,5620,4435
3158,3,0
3159,5,0
3160,1,0
3161,2,0
3162,33,21
3163,10,2
3164,1,0
3165,1,0
3166,4,1
3167,2,0
3168,17,4
3169,2,2
3170,2,1
3171,26,10
3172,1,0
3173,42,28
3174,4,2
3175,36,7
3176,15,10
3177,8,5
3178,2,1
3179,1011,783
3180,1,1
3181,2,0
3182,88,50
3183,1800,1522
3184,2,0
3185,26,10
3186,2,1
3187,5,1
3188,36,22
3189,2,1
3190,7,7
3191,1,0
3192,28,15
3193,19,9
3194,3,1
3195,70,26
3196,46,9
3197,1,0
3198,1851,668
3199,1,0
3200,24,14
3201,663,287
3202,28,16
3203,6,6
3204,204,60
3205,12,3
3206,2,1
3207,1,0
3208,20,10
3209,10,3
3210,14,1
3211,38,25
3212,12,8
3213,1,1
3214,5,3
3215,1893,1269
3216,1,0
3217,1313,986
3218,13,4
3219,2,1
3220,15,11
3221,5,1
3222,1,0
3223,125,53
3224,8,3
3225,1,0
3226,2,1
3227,1,0
3228,2,2
3229,2,1
3230,2,0
3231,20,6
3232,29,19
3233,14,7
3234,1,0
3235,21,4
3236,435,187
3237,1,0
3238,1,0
3239,207,40
3240,1,1
3241,6,0
3242,2,0
3243,1,0
3244,1,1
3245,1,0
3246,3,1
3247,1494,1081
3248,9,8
3249,17321,11029
3250,2,1
3251,1,0
3252,3,2
3253,28,3
3254,2,0
3255,726,564
3256,5,2
3257,1,0
3258,1,0
3259,2,0
3260,1,0
3261,4,2
3262,10,3
3263,3647,927
3264,1,0
3265,8,2
3266,12,7
3267,51,25
3268,6,3
3269,2,0
3270,7,3
3271,1,0
3272,2,0
3273,126,29
3274,6,2
3275,68,48
3276,34,18
3277,8,6
3278,2,0
3279,311,253
3280,3,2
3281,4,0
3282,40,28
3283,3,1
3284,3,3
3285,13,11
3286,9,4
3287,8,6
3288,2,0
3289,1,1
3290,3,1
3291,16,9
3292,5,5
3293,42,17
3294,19,10
3295,177,86
3296,64,42
3297,244,162
3298,346,274
3299,7,3
3300,1,0
3301,6,1
3302,153,58
3303,1,0
3304,2,2
3305,1,0
3306,16,6
3307,2256,1269
3308,2,0
3309,669,146
3310,475,206
3311,3,1
3312,5380,3065
3313,484,325
3314,2,1
3315,1,0
3316,23807,17116
3317,2,2
3318,269,36
3319,6,1
3320,53,11
3321,5,2
3322,359,150
3323,2,0
3324,40,10
3325,1283,628
3326,4,1
3327,3,1
3328,2,0
3329,21,5
3330,5,2
3331,7,6
3332,319,213
3333,16,9
3334,3,1
3335,2,0
3336,4833,2620
3337,1,0
3338,2,2
3339,4,1
3340,3,1
3341,1,0
3342,5,1
3343,5,5
3344,1,1
3345,2824,2341
3346,3,1
3347,159,56
3348,6,2
3349,1,0
3350,1,0
3351,3,2
3352,3,2
3353,8,4
3354,1,0
3355,1,0
3356,1,0
3357,21,16
3358,17,12
3359,5,3
3360,17,12
3361,98,79
3362,113,79
3363,93,48
3364,47,25
3365,3,1
3366,6,4
3367,5,3
3368,1,1
3369,98,43
3370,16,12
3371,1368,711
3372,4,1
3373,6,4
3374,8,7
3375,1,1
3376,2,1
3377,10,3
3378,2,1
3379,36,19
3380,1,0
3381,1,1
3382,1,0
3383,4,3
3384,1,0
3385,1,1
3386,4,3
3387,5,1
3388,508,56
3389,2,2
3390,12,9
3391,32,4
3392,7,5
3393,2,0
3394,1,0
3395,305,259
3396,206,156
3397,3,0
3398,1,0
3399,2,0
3400,3,2
3401,9,7
3402,1,1
3403,4,4
3404,1,1
3405,51,27
3406,22,5
3407,2,0
3408,7,4
3409,5,4
3410,8,6
3411,2,2
3412,1,0
3413,21,2
3414,1,1
3415,4,1
3416,431,198
3417,3207,2175
3418,13573,11392
3419,4,1
3420,2,2
3421,76,53
3422,1,0
3423,97,62
3424,3,0
3425,12,9
3426,12,1
3427,12,5
3428,71,38
3429,205,108
3430,2,2
3431,1,1
3432,6,1
3433,3,1
3434,1,0
3435,24,4
3436,5,2
3437,1860,1550
3438,5,3
3439,18,12
3440,4,0
3441,22,12
3442,2,0
3443,30,16
3444,2,1
3445,2,2
3446,3,1
3447,1,1
3448,132,86
3449,17,8
3450,6,3
3451,6,3
3452,1,1
3453,4,1
3454,1,0
3455,1,1
3456,444,269
3457,80,36
3458,4,2
3459,4,1
3460,2,0
3461,119,73
3462,1,0
3463,1,1
3464,4,0
3465,4,1
3466,193,36
3467,13,2
3468,181,55
3469,2,2
3470,7,6
3471,31,24
3472,4,0
3473,52,33
3474,149,51
3475,1,0
3476,48,15
3477,17,10
3478,1,1
3479,1495,431
3480,7,4
3481,2,1
3482,10634,7362
3483,24,13
3484,38,17
3485,10,6
3486,1,0
3487,2,1
3488,1893,1139
3489,4,1
3490,1,1
3491,1,1
3492,1,0
3493,522,264
3494,112,59
3495,10,8
3496,5,1
3497,2,1
3498,5,0
3499,49,27
3500,117,92
3501,37,25
3502,13,9
3503,3,1
3504,1,0
3505,1,0
3506,4,3
3507,1,0
3508,10,7
3509,30,16
3510,7,2
3511,3,2
3512,2,1
3513,72,48
3514,3,1
3515,4,2
3516,1,1
3517,18,11
3518,24,15
3519,2,0
3520,233,199
3521,2,1
3522,179,147
3523,26,19
3524,194,126
3525,2,1
3526,1,0
3527,4,1
3528,1,0
3529,8,3
3530,2,0
3531,1,0
3532,28,20
3533,1,0
3534,215,32
3535,806,586
3536,2,2
3537,725,240
3538,2,1
3539,250,206
3540,2,2
3541,1,0
3542,6,2
3543,1,1
3544,1,1
3545,6,4
3546,2,1
3547,1,0
3548,1,1
3549,2,1
3550,2,1
3551,61,42
3552,3,1
3553,3352,2356
3554,5,4
3555,3,3
3556,5,0
3557,1,1
3558,2,0
3559,7,1
3560,1,1
3561,28,22
3562,1,1
3563,1,0
3564,26,14
3565,1,0
3566,2,1
3567,5,3
3568,2,1
3569,18,14
3570,14515,10896
3571,2,0
3572,4,1
3573,3,2
3574,14,3
3575,2,1
3576,7,0
3577,6,5
3578,1,1
3579,40,10
3580,2,0
3581,1,0
3582,316,129
3583,13,8
3584,4,2
3585,2,2
3586,2,2
3587,19,8
3588,20,7
3589,1,1
3590,4,2
3591,83,38
3592,2,1
3593,2,0
3594,2,0
3595,38,26
3596,2,0
3597,7,4
3598,573,470
3599,424,315
3600,30,12
3601,2706,1746
3602,8,6
3603,72,53
3604,1474,1154
3605,75,28
3606,3856,2588
3607,22,6
3608,1,0
3609,3,2
3610,171,51
3611,1,0
3612,31837,13794
3613,19190,10570
3614,2,1
3615,6,3
3616,1,0
3617,1,0
3618,8,0
3619,9,3
3620,3,1
3621,9,4
3622,3,0
3623,7,2
3624,8,2
3625,133,83
3626,5,1
3627,43,21
3628,1,0
3629,14,5
3630,22,8
3631,2,0
3632,6739,5386
3633,69,48
3634,4,2
3635,15,9
3636,4,3
3637,18,9
3638,18,6
3639,20,4
3640,9,3
3641,2,2
3642,810,665
3643,12,5
3644,841,630
3645,10,5
3646,1,1
3647,6115,1708
3648,29,3
3649,1,1
3650,173,108
3651,243,154
3652,4,2
3653,52,8
3654,5,1
3655,6,0
3656,16,8
3657,36716,29085
3658,76,29
3659,1,0
3660,3,0
3661,135,81
3662,86,57
3663,2,2
3664,2,0
3665,50,29
3666,5,2
3667,11,7
3668,11,3
3669,5752,4728
3670,59,35
3671,1,1
3672,1,1
3673,15,4
3674,55,16
3675,1,1
3676,4,2
3677,2916,1421
3678,13,10
3679,4,0
3680,86,70
3681,1,1
3682,3,2
3683,614,180
3684,4,1
3685,1,1
3686,22,4
3687,128,73
3688,8,2
3689,17,13
3690,1234,256
3691,9,5
3692,67,44
3693,1389,475
3694,4,1
3695,1,1
3696,7,2
3697,19,17
3698,10771,8188
3699,1,1
3700,3,0
3701,2,2
3702,265,200
3703,21,13
3704,7,5
3705,13,5
3706,2,0
3707,343,260
3708,1,1
3709,2,0
3710,17,11
3711,7,3
3712,5,2
3713,2,2
3714,3827,2927
3715,2,2
3716,14,4
3717,6860,5428
3718,1218,906
3719,1,0
3720,9,6
3721,3,0
3722,6,2
3723,1,1
3724,1,0
3725,2,2
3726,1,0
3727,1,1
3728,2,1
3729,33,13
3730,2,1
3731,1,0
3732,267,101
3733,19,11
3734,197,148
3735,1,0
3736,10,6
3737,1,0
3738,15,4
3739,11,7
3740,24,9
3741,1,0
3742,177,139
3743,1,0
3744,5,4
3745,1,1
3746,3,1
3747,9,2
3748,1,1
3749,7,3
3750,26,10
3751,1,0
3752,11,4
3753,831,402
3754,2,1
3755,17,11
3756,17,13
3757,5,1
3758,8,0
3759,2,0
3760,3,1
3761,1,0
3762,34,27
3763,18,14
3764,1370,237
3765,225,81
3766,35,29
3767,1507,1037
3768,22,1
3769,2,0
3770,6,4
3771,1,1
3772,31,4
3773,1,1
3774,2654,1055
3775,6,2
3776,7,4
3777,2,0
3778,12,6
3779,42,17
3780,916,517
3781,1,1
3782,11,4
3783,3,1
3784,43,19
3785,15,5
3786,2,2
3787,1,0
3788,232,182
3789,12,5
3790,4,4
3791,80,64
3792,195,74
3793,3,1
3794,290,160
3795,4,3
3796,3,2
3797,3,0
3798,82,47
3799,1,0
3800,217,7
3801,25,18
3802,5,2
3803,71,38
3804,2,2
3805,23976,20418
3806,4,1
3807,4,2
3808,2,2
3809,8,5
3810,118,76
3811,21,12
3812,20162,18101
3813,136,58
3814,9,7
3815,6,1
3816,481,383
3817,1,0
3818,9,7
3819,5,0
3820,46,5
3821,10,5
3822,2,0
3823,38,26
3824,2,1
3825,3,2
3826,10,1
3827,4,2
3828,740,539
3829,1,0
3830,5,2
3831,1,0
3832,1,1
3833,1449,738
3834,3,1
3835,1,0
3836,16,7
3837,2,1
3838,3,2
3839,121,75
3840,77,38
3841,6,2
3842,553,390
3843,8,1
3844,9,8
3845,150,21
3846,2,0
3847,1,1
3848,4,1
3849,1,0
3850,49,7
3851,14,8
3852,5,2
3853,29,14
3854,1,0
3855,40,24
3856,3,1
3857,2,1
3858,20,9
3859,2,0
3860,6,5
3861,128,77
3862,111,40
3863,1480,744
3864,3,2
3865,94,70
3866,1,0
3867,4,2
3868,115,90
3869,2,1
3870,1,0
3871,2,2
3872,13,11
3873,1,0
3874,1655,756
3875,48,40
3876,29,12
3877,856,474
3878,27,10
3879,2,2
3880,1,0
3881,2,2
3882,12,5
3883,1,0
3884,2,0
3885,13,6
3886,2,0
3887,84,53
3888,3,0
3889,2,0
3890,12,3
3891,267,138
3892,2,1
3893,3,1
3894,2,1
3895,3,0
3896,1,0
3897,24,6
3898,20,11
3899,4,0
3900,13,5
3901,44,30
3902,4,1
3903,9,6
3904,1,1
3905,14,6
3906,23,11
3907,2396,779
3908,21,15
3909,14,9
3910,2,1
3911,17,7
3912,18,2
3913,5,2
3914,7,4
3915,1,1
3916,3,1
3917,3,3
3918,1,1
3919,2,0
3920,1585,1291
3921,1,0
3922,8,2
3923,2,0
3924,1,1
3925,5,4
3926,6,2
3927,3,2
3928,3,1
3929,554,267
3930,10,2
3931,11,6
3932,4671,3200
3933,32,2
3934,402,211
3935,16,8
3936,1,1
3937,1,1
3938,2643,2031
3939,7241,3745
3940,3,2
3941,29,20
3942,3,1
3943,38,17
3944,3,1
3945,3,1
3946,7,3
3947,3,2
3948,2,1
3949,2,1
3950,2,2
3951,1,0
3952,2,1
3953,1,1
3954,2,2
3955,10629,2561
3956,30,22
3957,40,29
3958,2809,1177
3959,3,1
3960,2,0
3961,57309,43187
3962,5,0
3963,2,2
3964,2,2
3965,3,1
3966,183,131
3967,2,0
3968,1,1
3969,7368,6405
3970,54,27
3971,2,0
3972,2,0
3973,7,1
3974,148,88
3975,11,3
3976,45,26
3977,4,1
3978,3,2
3979,4,3
3980,1,0
3981,1,0
3982,1205,257
3983,461,387
3984,1,1
3985,2,1
3986,77,52
3987,21,11
3988,2,1
3989,165,126
3990,1655,536
3991,1,0
3992,2,0
3993,51,14
3994,1,0
3995,1,0
3996,3,2
3997,51,12
3998,2,1
3999,53,10
4000,72674,61759
4001,2,0
4002,10,7
4003,34,25
4004,1,1
4005,4,1
4006,3,0
4007,59,38
4008,6,0
4009,10,5
4010,4,1
4011,3,2
4012,2,1
4013,8,1
4014,1,0
4015,2663,1997
4016,1,1
4017,14,1
4018,18,8
4019,1,0
4020,1194,498
4021,5,1
4022,21,19
4023,1,0
4024,2,0
4025,1,1
4026,17,14
4027,12,6
4028,2,1
4029,3,2
4030,2,0
4031,1,0
4032,6,1
4033,1,1
4034,4,1
4035,41,29
4036,3,0
4037,8,7
4038,2,1
4039,252,144
4040,1,1
4041,10,2
4042,43,27
4043,3334,1059
4044,7,2
4045,2300,1455
4046,1569,986
4047,1,0
4048,5667,4569
4049,8,2
4050,5,1
4051,13,4
4052,44,35
4053,4,1
4054,7,5
4055,10,3
4056,4,1
4057,6,3
4058,41,13
4059,2,0
4060,3,3
4061,1,1
4062,9,0
4063,13,5
4064,2,1
4065,7,1
4066,6167,3426
4067,4,1
4068,49,16
4069,4,2
4070,108,12
